0,1
2018-06-29,"They discussed deepening relations between Kenya and Botswana, especially in the fields of mining, tourism and livestock, and greater cooperation on implementation of the  African Continental Free Trade Area agreement that seeks expanded markets, economic growth and development."
2018-06-29,"Foreign Affairs CAS Hon @AbabuNamwamba today met with Norwegian special envoy to South Sudan, Mr. Erling Skjonsberg and Charge de Affairs Mr. Vebjorn Heines. They discussed the state of the peace process in South Sudan."
2018-06-28,PDS Tom Amolo today held a consultative meeting with ambassador of Serbia to Kenya Mr Dragan Zupanjevac who called on him at his MFA office. Their discussions were centred on strengthening Kenya-Serbia bilateral relations.
2018-06-28,"PS Macharia Kamau today met with Prof Peter Kagwanja, Chief Executive Africa Policy Institute. They discussed the Humanitarian Policy Dialogue."
2018-06-28,"PS Macharia Kamau today met with the Head of European Delegation, Amb Stefano Dejak and Dr. Michele Stallone, a short-term expert under the EU Regional Maritime Security Programme (MASE)."
2018-06-28,They discussed issues surrounding Regional Security and enhancing relations and cooperation between Kenya and the United States.
2018-06-25,CS #MonicaJuma with the outgoing Ambassador of the Arab Republic of Egypt H.E. Mahmoud Ali Talaat who called on the CS to bid her farewell. His tour of duty in Nairobi has come to a successful end.
2018-06-25,CS #MonicaJuma and PS Macharia Kamau this afternoon meet the United Nations Committee on South Sudan sanctions led by Ms. Joanna Wronecka. Discussed the peace process and current situation in South Sudan.
2018-06-23,"MFA staff led by CS #MonicaJuma, PS Macharia Kamau and PDS Tom Amolo had a fun filled open day and team building exercise at Stedmark Gardens, Karen. Organised for staff to grow in wellness across the board and create strong bonds among themselves and to deliver as One!"
2018-06-18,"Hon Moses Cheboi, by Hon Margaret Kamar, Hon Lilian Gogo and Hon Dido Rasso pay a courtesy call at Kenya Embassy in Brussels. The delegation is attending 50th ACP Parliamentary and 35 Joint ACP-EU Parliamentary Assemblies. In the picture Kenya’s Amb to EU and Belgium Johnson Weru"
2018-06-13,"PS Macharia Kamau yesterday met the UK Special Representative for Sudan and South Sudan, Mr. Christopher Trott. They discussed the progress so far made in the High Level Revitalization Forum of the Agreement on the Resolution of the Conflict in South Sudan."
2018-06-13,The Principal Secretary @AmbMKamau today met the U.S undersecretary for Terrorism and Financial Intelligence Ms. Sigal P. Mandelker. They discussed on the need for the US and Kenya to enhance their cooperation in curbing illicit flow of money in the region.
2018-06-12,https://t.co/6RTIlTVq1J
2018-06-07,"CAS Hon @AbabuNamwamba has hailed the strong bilateral relations and development cooperation between Kenya and Sweden. He said this during
celebration to mark the Kingdom of Sweden National Day held at Swedish  Ambassador residence last evening @SweMFA"
2018-06-06,"PS Macharia Kamau today afternoon briefed the African Diplomatic Corps on the upcoming #BlueEconomy Conference scheduled for November 26-28, 2018 in #Nairobi, that will discuss economic potentials of our coastlines,lakes and rivers and; sustainability pillars of these resources"
2018-06-05,The ceremony in pictures!
2018-06-05,"PDS Tom Amolo in Brasilia, Brazil for bilateral talks. "
2018-06-05,"President Uhuru Kenyatta receives credentials from, Ms Sun Baohong, China’s first female ambassador to Nairobi today. CS #MoinicaJuma attended the brief Ceremony at State House."
2018-06-04,The two-day retreat  brings together Permanent Representatives from 55 AU member states and eleven members of ACHPR to discuss various issues of concern between the commission and member states with special focus on issue of protection of human rights within the continent.#AU
2018-06-02,CAS Hon Ababu Namwamba accompanied by High Commissioner Jean Kimani tour the various business booths showcasing Kenya and Botswana products and services at the Investment Forum.
2018-06-02,PS Macharia Kamau today addressed Members of African Union Permanent Representatives Commitee when he officially opened their executive seminar at Safari Park Hotel. He challenged the PRC members to be at forefront in catalysing the process of transformation of African continent.
2018-06-02,"The Kenya-Botswana Diaspora Investment Forum theme: Showcasing Investment Opportunities, Cultural and Tourist Attractions for Shared Prosperity."
2018-06-02,CAS Ababu Namwamba and Amb Jean Kimani address Kenyans and invited guests during Madaraka Day dinner celebrations in Gaborone last evening.
2018-06-01,"CAS Ababu Namwamba this afternoon gave a live interview at Gabz FM, Gaborone. He discussed inter-Africa trade and Kenya's Africa centric Foreign Policy."
2018-06-01,"C.S Monica Juma received South Africa Deputy President David Mabuza at Kinoru Stadium, in Meru. Mabuza who is the Deputy leader of the Africa National Congess ANC is in Kenya to attend the 55th Madaraka day celebrations."
2018-06-01,"CAS Ababu Namwamba: Congratulated Botswana, through PS Goitsemang, for the smooth political transition in April 2018. Kenya looks forward to a return State Visit by new President in coming months."
2018-06-01,"CAS @AbabuNamwamba: Held fruitful discussions with Mr Gaeimelwe Goitsemang, Botswanan Permanent Secretary Ministry of Foreign Affairs &amp; International Cooperation. Kenya and Botswana enjoy traditional cordial bilateral relations."
2018-05-30,"CAS Ababu Namwamba today met with Mr Dragan Županjevac, ambassador of Serbia in Kenya. The two leaders discussed issues of mutual interest; strengthening Kenya-Serbia relations &amp; identifying areas of partnership and cooperation. Agreed to exchange high level visits."
2018-05-30,"The  two Ministers’ discussions centred on mutual support in the multilateral arena including the UN reforms and the high-level conference on sustainable blue economy which Kenya is scheduled to host on November 26-28, 2018."
2018-05-30,CS #MonicaJuma held bilateral talks with the visiting Ecuador Foreign Affairs and  Human Mobility Minister H.E. Maria Fernanda Espinosa at her office this afternoon.
2018-05-30,"PS Macharia Kamau with members of staff at an investor sensitisation workshop held at KICC for all Ministry staff. The three-day seminar was conducted by Capital Markets Authority, geared towards educating officers on available investment opportunities in the financial market."
2018-05-29,"CAS Ababu Namwamba at Hungarian Nairobi Embassy to witness transition as Hungary hands over the Presidency of Visegrad Group to Slovakia. Present ambassadors: Czech's Mr Pavel Řezáč, Hungary's, Mr Laszlo Mathe, Polish's Mr Jacek  Bazański and Slovak's Mr. Frantisek Dlhopolcek."
2018-05-24,"CAS Hon. Ababu Namwamba held discussions with women from various groups in South Sudan who have come together to push for peace for the sake of suffering women and children. The meeting was held at UNECA Building, Addis Ababa Ethiopia yesterday."
2018-05-23,"CAS Hon. Ababu Namwamba addresses participants at the ongoing HLRF in Addis Ababa, Ethiopia yesterday. IGAD Council of Ministers issued a bridging proposal to South Sudan parties in an effort to reach compromise between the different negotiations positions."
2018-05-21,CAS Ababu Namwamba with Ethiopian Minister Ms Hirut Zemene and Somalia Deputy Minister Mukhtar Mahad Daud brief Chinese Special Representative on African Affairs Amb. Xu Jinghu on the progress of negotiations among Sudanese Parties. China support to South Sudan peace process.
2018-05-21,"CS #MonicaJuma shows Ukrainian Minister for Foreign Affairs, Mr Pavlo Klimkin, Kenya's diplomatic footprint across the globe. Kenya has 56 active missions and consulates and is set to open five new ones in the next three months!"
2018-05-16,CS #MonicaJuma welcomed the participation of UNFPA in assisting Kenya to implement the Big Four.
2018-05-14,"CAS Hon. Ababu Namwamba arrived in South Africa last evening as part of IGAD Council of Ministers Shuttle Diplomacy on South Sudan.  IGAD Ministers are scheduled to hold meetings with South African Govt Officials &amp; hold consultations with the Leader of SPLM-IO, Dr. Riek Machar."
2018-05-13,"#MonicaJuma this afternoon held bilateral talks with visiting Jordanian Minister of Industry, Trade &amp; Supply Mr Yarub Qudah. Discussed strengthening partnerships; agreed to form a team to come up with draft doc to actualise proposed special statues agreement btn the two Countries"
2018-05-12,"CS #MonicaJuma today received a special message from Saharawi Republic's Minister for Africa, Mr Khalil Hamdi Mayara. Saharawi Republic is a member of African Union whose admission was made in Nairobi over 30 years ago."
2018-05-11,Principal Secretary Macharia Kamau was this morning paid a courtesy call by the UNEP Executive Director Mr. Erik Solheim. They discussed participation and support of UNEP to the upcoming  blue economy conference to be held from 26th to 28th November 2018 in Nairobi. #blueeconomy
2018-05-10,President Uhuru Kenyatta with his colleagues Heads of State and Government signed the on AfCFTA legal instruments on the same day. A total of 44 Member States of the AU signed the agreement establishing the AfCFTA on that day.
2018-05-10,"The Ambassadors of Kenya and Ghana during when they deposited Instruments of ratification of AfCFTA with the chairperson of AUC, flanked by (L-R) Ambassador of Rwanda, Commissioner of Trade and Industry, Executive Secretary of UNECA and Ambassador of Niger."
2018-05-09,"Hon @AbabuNamwamba lauded the strong partnership that exists between the EU, Kenya and African continent at large. He said EU remains one of Kenya's most important trade partners and the most significant development partners."
2018-05-08,"CS #MonicaJuma leads senior government officials in bidding farewell to the Ethiopian Prime Minister, Abiy Ahmed Ali, at the Jomo Kenyatta International Airport at the end of his two-day State Visit."
2018-05-04,"President Uhuru Kenyatta receives credentials from H.E. Syanga Kivuila Samuel Abilio, Ambassador-designate of the Republic of Angola to Kenya today at State House, Nairobi"
2018-05-03,"Principal Secretary, Amb. Macharia Kamau and Political and Diplomatic Secretary, Amb. Tom Amolo held a luncheon in honour of the Outgoing French Ambassador to Kenya, H.E. Antoine Sivan @AmbMKamau  @amolosango"
