,Date,Text
502,2021-07-23,4/4 The ambassadors were accompanied to the meeting with the Head of State by Foreign Affairs PS Macharia Kamau and Kenya's envoy to Ethiopia and the African Union Jean Kamau among other diplomats.
503,2021-07-23,"2/4 The diplomats representing Kenya (Martin Kimani), Niger (Abdou Abarry), Tunisia (Terek Ladeb) and St. Vincent &amp; the Grenadines (Inga Rhonda) on the UNSC, commonly referred to as the A3+1, are in the country to develop a common peace and security position."
504,2021-07-23,"2/2 The President and his visitor discussed a wide array of bilateral and multilateral subjects of mutual interest to Kenya and Ireland top among them agriculture and technology transfer. 

Read more:"
505,2021-07-23,"1/2 President Uhuru Kenyatta today at State House, Mombasa held talks with the visiting Foreign Affairs Minister of the Republic of Ireland Simon Coveney."
506,2021-07-22,1/3 His Excellency President Uhuru Kenyatta on Thursday morning in Kilifi County flagged-off the Kenya Malaria Army and unveiled the Kenya-Cuba Malaria Vector Control Programme | @MOH_Kenya @ALMA_2030 @governorkingi
507,2021-07-22,"With the clock ticking towards the start of the 2020 Tokyo Olympics in Japan, the Kenya men rugby team, Shujaa, is confident of excellent performance in the delayed Summer Games."
508,2021-07-21,"2/3 As part of the project, the Government is redeveloping the Fort Jesus seafront into a modern recreational park complete with a football pitch and amphitheater on land that was reclaimed from the Indian Ocean."
509,2021-07-14,"2/3 The two nominees of ALMA, Amb Anthony Okara (Kenya) and Prof Sheila Tlou (Botswana) were endorsed and commissioned by President Kenyatta today at State House, Nairobi during a virtual meeting convened to receive ALMA's 2021 first and second quarter performance report."
510,2021-07-07,@PresidentBio @GPforEducation Thank you @PresidentBio and the Government of the Republic of Sierra Leone for the bold statement in support @GPforEducation. We encourage more Governments to heed your call and come on board.
511,2021-07-03,President Uhuru Kenyatta joined other African Heads of State at the funeral of Zambia’s founding President Kenneth David Kaunda.
512,2021-07-02,"President Uhuru Kenyatta on Friday joined eight other African Heads of State and a host of other foreign dignitaries in bidding farewell to Zambia’s🇿🇲 founding President Kenneth David Kaunda who passed away mid last month. 

Read more:"
513,2021-07-02,"1/2 President Uhuru Kenyatta arrives at the Lusaka Show Grounds for the State Funeral of the First President of the Republic of Zambia🇿🇲, Dr Kenneth David Kaunda."
514,2021-07-02,"President Uhuru Kenyatta speaks during a panel discussion at the opening session of Generation Equality Forum (GEF) in Paris, France🇫🇷. #GenerationEquality"
515,2021-07-01,2/2 President Kenyatta and his French host discussed the progress of key France supported infrastructure projects in Kenya including the expansion of the 233-kilometer Rironi-Nakuru-Mau Summit Road whose construction is set to kick-off in September this year.
516,2021-07-01,"1/2 President Uhuru Kenyatta on Thursday morning met his French host @EmmanuelMacron at Elysee Palace in Paris during which the leaders discussed several bilateral and multilateral subjects of mutual interest to Kenya and France.

Read more: "
517,2021-06-30,"3/4 The Kenyan Head of State spoke on Wednesday evening during a panel discussion at the opening session of Generation Equality Forum (GEF) in Paris, France. GEF is a global gender equality gathering convened by UN Women and co-hosted by Mexico and France. #GenerationEquality"
518,2021-06-27,3/3 French driver @SebOgier won the Safari Rally followed by his Toyota teammate @TakamotoKatsuta of Japan in second place while Hyundai driver @OttTanak of Estonia finished third.   #WRCSafariRally2021 #SafariRallyKenya
519,2021-06-26,"1/3 President Uhuru Kenyatta today at State House, Nairobi met a delegation from the Alliance for a Green Revolution in Africa (AGRA) led by its Board Chairman H.E Hailemariam Dessalegn, former Prime Minister of Ethiopia."
520,2021-06-23,His Excellency President Uhuru Kenyatta's two-day Official Visit to the Kingdom of Belgium and the European Union.
521,2021-06-22,"3/4 President Kenyatta, who is on a two-day Official Visit of Belgium and the European Union, spoke on Tuesday in Brussels when he addressed a meeting of the OACPS Committee of Ambassadors.

Read more:"
522,2021-06-22,"4/4 President Kenyatta, who is in Belgium on a two-day Official Visit, was accompanied to the meeting with his European Council host by Cabinet Secretaries Raychelle Omamo (Foreign Affairs), @AdanMohamedCS (EAC) and @maina_betty (Trade)

Read more:"
523,2021-06-21,"2/4 During the two-day visit, the President is scheduled to meet the President of the European Council Charles Michel to discuss Kenya-EU relations and address a Kenya-Belgium business forum."
524,2021-06-19,President Uhuru Kenyatta joins other Heads of State and Government at the Antalya Diplomacy Forum (ADF) in Turkey.
525,2021-06-18,"1/2 His Excellency President Uhuru Kenyatta and his host, President @RTErdogan of Turkey held talks on the sidelines of the ongoing Antalya Diplomacy Forum."
526,2021-06-18,"2/3 The President, who spoke Friday at an interactive session on governance at the ongoing Antalya Diplomacy Forum in Turkey, said changing how multilateral institutions such as the United Nations are managed will help in quicker resolution of global challenges such as Covid-19."
527,2021-06-18,"2/3 The President, who is on two-day Official Visit of the Republic of Turkey at the invitation of President @RTErdogan, arrived in the Turkish resort city of Antalya on Thursday evening."
528,2021-06-18,1/3 President Uhuru Kenyatta on Friday joined other Heads of State and Government at the Antalya Diplomacy Forum (ADF) in Turkey🇹🇷.
529,2021-06-18,"President Uhuru Kenyatta has sent a message of condolence to President Edgar Lungu, the Government and the people of Zambia🇿🇲 following the death of former President Kenneth Kaunda who passed away yesterday aged 97.

Read more: "
530,2021-06-14,3/3 The visiting Minister also briefed President Kenyatta on the measures his Government is taking to restore the supply of Covid-19 vaccines following the disruptions brought about by the surge of Coronavirus infections in India.
531,2021-06-14,"2/3 The President and Mr Jaishankar discussed a wide range of bilateral interests between Kenya and India, among them agriculture, energy, growth of small and medium enterprises, maritime security and people-to-people exchanges."
532,2021-06-14,"1/3 At another event, President Kenyatta met India’s External Affairs Minister Subrahmanyam Jaishankar who paid him a courtesy call at State House, Nairobi."
533,2021-06-11,"4/5 As co-chair of the GPE 2021-2025 replenishment campaign, Kenya acknowledges and thanks the @EU_Commission for pledging EUR700 million and @ItalyMFA for pledging EUR25 million. Thank you @vonderleyen and PM #MarioDraghi for responding to the call to #FundEducation."
534,2021-06-09,"President Uhuru Kenyatta in Addis Ababa, Ethiopia🇪🇹"
535,2021-06-09,"3/3 The President spoke Tuesday evening in Addis Ababa during the issuance of an operation license to the Safaricom led Global Partnership for Ethiopia consortium which won a Kshs 91.8 billion bid to operate in the country. 

Read more: "
536,2021-06-09,1/3 President Uhuru Kenyatta has told Ethiopians🇪🇹 that the entry of Kenya's🇰🇪 technology giant @SafaricomPLC will help transform their country by positively impacting most sectors of the 112 million population economy.
537,2021-06-08,"2/3 The President hailed PM Abiy for continuing to open up the Ethiopian economy to private sector participation saying, the country will benefit immensely from Safaricom's entry."
538,2021-06-08,"1/3 President Uhuru Kenyatta and his host Prime Minister Dr @AbiyAhmedAli address Kenyan and Ethiopian communications stakeholders in Addis Ababa, during the issuance of a telecommunications operation license to an international consortium led by Kenyan technology giant Safaricom"
539,2021-06-08,"2/2 The Global Partnership for Ethiopia🇪🇹 consortium, led by @SafaricomPLC, won the bid to operate in the 112 million population economy, and is expected to invest Shs 864 billion over the next decade, making it the largest FDI in the history of the country."
540,2021-06-08,"2/2 The Global Partnership for Ethiopia consortia, led by @SafaricomPLC, will invest over Shs 864 billion in 10 years, making it the largest FDI into the over 112 million population economy."
541,2021-06-08,1/2 President Uhuru Kenyatta and Prime Minister Dr @AbiyAhmedAli of Ethiopia🇪🇹 join Kenyan and Ethiopian communications stakeholders at the award of a telecommunications license to Kenya's🇰🇪 @SafaricomPLC
542,2021-06-08,"3/3 An international consortium led by Safaricom, and comprising of Vodafone and Vodacom, UK's CDC Group and Japan's Sumitomo Corporation, won a Shs 91.8 billion bid to operate in Ethiopia."
543,2021-06-08,"2/3 President Kenyatta, who is accompanied by Cabinet Secretaries Raychelle Omamo (Foreign Affairs) and Joe Mucheru (ICT), was received at Bole International Airport by his host, Ethiopian Prime Minister Dr @AbiyAhmedAli."
544,2021-06-08,"1/3 President Uhuru Kenyatta has arrived in Addis Ababa, Ethiopia🇪🇹 for an official visit during which he is scheduled to witness the issuance of a telecommunications license to @SafaricomPLC"
545,2021-06-01,"4/4 The Minister, who is the daughter of South African freedom fighter Walter Sisulu, applauded former First Lady Mama Ngina Kenyatta and Mama Ida Odinga for their distinguished contribution to Kenya's freedom. #MadarakaInKisumu"
546,2021-06-01,"3/4 South African Minister Lindiwe Sisulu, who also spoke at the celebrations, lauded Kenyan women for their contribution to the push for Kenya's independence. 

#MadarakaInKisumu"
547,2021-06-01,"2/4 The visiting Burundi Head of State, who was the Guest of Honour at the celebrations to mark the 58th year since Kenya attained internal self rule, congratulated the country for the development strides made over the years.

#MadarakaInKisumu"
548,2021-06-01,"1/4 His Excellency Evariste Ndayishimiye, President of the Republic of Burundi speaks at Jomo Kenyatta International Stadium in Kisumu County during today's Madaraka Day Celebrations. 

#MadarakaInKisumu"
549,2021-06-01,"3/3 The Head of State and his visiting  Burundi counterpart @GeneralNeva were also entertained by a troupe of Burundi Drummers at the colorful event attended by Deputy President @WilliamsRuto, former PM @RailaOdinga and Kisumu Governor @AnyangNyongo among other national leaders."
550,2021-06-01,"2/2 The visiting Burundi leader is the Guest of Honour at today's Celebration whose climax will be a National Address by President Uhuru Kenyatta.

#MadarakaInKisumu"
551,2021-06-01,"Historic 58th Madaraka Day in Kisumu with President Evariste Ndayishimiye of the Republic of Burundi🇧🇮

#MadarakaInKisumu"
552,2021-05-31,"President Uhuru Kenyatta and visiting Burundi Head of State Evariste Ndayishimiye have commissioned the revamped MV Uhuru cargo ship. At the ceremony, also attended by former PM @RailaOdinga, the two Heads of State witnessed the loading of a fuel cargo destined for Uganda."
553,2021-05-31,"Kenya🇰🇪 and Burundi🇧🇮 on Monday signed several agreements aimed at strengthening cooperation between the two East African nations. #KenyaBurundiRelations

Read more: "
